gene_name	chr	gene_start	gene_end	TSS_start	TSS_end	strand
ALOX5AP	chr13	30713478	30764426	30713477	30713527	+
SERPINF1	chr17	1762029	1777565	1762060	1762110	+
CCDC71L	chr7	106654360	106661158	106660946	106660996	-
CYP20A1	chr2	203238977	203306026	203238976	203239026	+
LCA5L	chr21	39405728	39445805	39445755	39445805	-
KRTAP12-3	chr21	44657932	44658341	44657931	44657981	+
RBFA	chr18	80034389	80050651	80034388	80034438	+
SLC39A11	chr17	72645949	73092712	73092662	73092712	-
C1QTNF1	chr17	79022814	79049788	79024168	79024218	+
UBP1	chr3	33388336	33441371	33396252	33396302	-
CLHC1	chr2	55172547	55232563	55232253	55232303	-
TNFRSF10B	chr8	23020133	23069031	23030822	23030872	-
PRKRA	chr2	178431292	178451512	178451123	178451173	-
CDH20	chr18	61333430	61555779	61334272	61334322	+
NPIPB2	chr16	11927259	11976643	11929293	11929343	-
TRIO	chr5	14143342	14532128	14406213	14406263	+
INVS	chr9	100099243	100302175	100099255	100099305	+
TNKS	chr8	9555912	9782346	9555913	9555963	+
LRRC37A2	chr17	45505209	45550562	46511510	46511560	+
GAK	chr4	849276	932373	913979	914029	-
ATG3	chr3	112532510	112562046	112561874	112561924	-
UTP14C	chr13	52024691	52033600	52024690	52024740	+
EDEM2	chr20	35115364	35147336	35147314	35147364	-
MICB	chr6	31561856	31578081	31494880	31494930	+
AGBL5	chr2	27042364	27070622	27051645	27051695	+
RAB8B	chr15	63189560	63267776	63189559	63189609	+
MRPS11	chr15	88467453	88480776	88467677	88467727	+
RASSF6	chr4	73571550	73620631	73620367	73620417	-
PPP1R9A	chr7	94907202	95296415	94907201	94907251	+
BMP1	chr8	22165140	22212326	22165323	22165373	+
WASF1	chr6	110099819	110180004	110179652	110179702	-
HSPH1	chr13	31134973	31162388	31138518	31138568	-
CALCOCO2	chr17	48831018	48866522	48851100	48851150	+
ANKRD62	chr18	12093843	12129764	12102705	12102755	+
DNAH9	chr17	11598470	11969748	11617399	11617449	+
SPATA9	chr5	95652181	95698711	95682960	95683010	-
ADCY9	chr16	3953387	4116442	4015632	4015682	-
TLN1	chr9	35696948	35732195	35704365	35704415	-
NKAIN3	chr8	62248591	63014000	62248668	62248718	+
ATP4B	chr13	113648804	113658198	113658136	113658186	-
CTF1	chr16	30896614	30903547	30896606	30896656	+
SOX11	chr2	5692384	5701385	5692666	5692716	+
PDHA2	chr4	95840093	95841464	95840018	95840068	+
ABTB2	chr11	34150987	34358010	34242495	34242545	-
PLA2G4D	chr15	42067009	42094562	42071828	42071878	-
CUBN	chr10	16823966	17129811	17129781	17129831	-
ATP5MG	chr11	118401346	118433278	118401609	118401659	+
MFGE8	chr15	88898683	88913381	88913361	88913411	-
FIGNL1	chr7	50444128	50542535	50450338	50450388	-
ENG	chr9	127815013	127854658	127847117	127847167	-
RHBDF2	chr17	76470891	76501790	76501373	76501423	-
KIF18B	chr17	44924709	44947773	44947661	44947711	-
DNAH7	chr2	195737703	196068837	195795829	195795879	-
RSL24D1	chr15	55180806	55197049	55196999	55197049	-
PTGER4	chr5	40679915	40693735	40681701	40681751	+
KRT20	chr17	40875889	40885242	40884860	40884910	-
SPATA31D3	chr9	81943500	81950093	81943499	81943549	+
PCBP1	chr2	70087477	70089203	70087453	70087503	+
PKD1L3	chr16	71929538	72000402	71999928	71999978	-
CIP2A	chr3	108549864	108589644	108589406	108589456	-
SPAAR	chr9	35909490	35937153	35909482	35909532	+
SDR9C7	chr12	56923133	56934408	56934355	56934405	-
CGNL1	chr15	57375967	57550717	57377145	57377165	+
SOX7	chr8	10723768	10730511	10730462	10730512	-
HMOX2	chr16	4474690	4510347	4495857	4495907	+
CCDC142	chr2	74471986	74483408	74482946	74482996	-
OSMR	chr5	38845858	38945596	38932461	38932511	+
ZNF70	chr22	23738682	23751112	23751042	23751092	-
PREX1	chr20	48624252	48827999	48657077	48657127	-
PER2	chr2	238244044	238290102	238290052	238290102	-
USP22	chr17	20999596	21043760	21042223	21042273	-
E4F1	chr16	2223580	2235742	2223565	2223615	+
MEMO1	chr2	31865060	32011230	32010507	32010557	-
MACIR	chr5	103258763	103278660	103258701	103258751	+
TMTC3	chr12	88142296	88199887	88142295	88142345	+
NUMA1	chr11	72002864	72080693	72080504	72080554	-
MIER3	chr5	56919602	56971675	56952093	56952125	-
CYS1	chr2	10056473	10080944	10080894	10080944	-
TRIM49	chr11	89797655	89808575	89807170	89807220	-
SUPT6H	chr17	28662198	28702679	28699788	28699838	+
PFKP	chr10	3066333	3137718	3129006	3129056	+
LLGL1	chr17	18225635	18244875	18233901	18233936	+
UROC1	chr3	126481166	126517773	126517723	126517773	-
UBQLN1	chr9	83659968	83707958	83707551	83707601	-
CLEC16A	chr16	10944564	11182186	11024817	11024867	+
PAX3	chr2	222199887	222298998	222221360	222221410	-
DOLK	chr9	128945530	128947603	128947569	128947619	-
NRARP	chr9	137299631	137302271	137302201	137302251	-
BCL2L11	chr2	111119378	111168445	111120913	111120963	+
MANSC4	chr12	27762427	27780236	27771226	27771276	-
SMARCD2	chr17	63832081	63843065	63842648	63842698	-
RMDN3	chr15	40735884	40755851	40737770	40737820	-
USP17L28	chr4	9348893	9350485	9348892	9348942	+
FBLN2	chr3	13549125	13638422	13549130	13549180	+
ZNF479	chr7	57117676	57139864	57139814	57139864	-
MAL	chr2	95025677	95053992	95025683	95025733	+
LMNB1	chr5	126776623	126837020	126777147	126777197	+
TMEM151B	chr6	44270450	44307506	44270742	44270792	+
PAOX	chr10	133379261	133391694	133379538	133379588	+
PRICKLE2	chr3	64092236	64445476	64225405	64225455	-
ANK1	chr8	41653220	41896762	41665224	41665274	-
AGBL2	chr11	47664132	47719930	47715339	47715389	-
CTSL	chr9	87724051	87731469	87726113	87726163	+
C2orf16	chr2	27537386	27582720	27576521	27576571	+
NETO2	chr16	47077703	47143945	47143659	47143709	-
TMEM191B	chr22	18527802	18530573	18527801	18527851	+
GPS2	chr17	7314361	7318601	7315357	7315407	-
LSM8	chr7	118184144	118204035	118184155	118184205	+
PATE3	chr11	125788127	125791600	125788110	125788160	+
CRACDL	chr2	98793846	98936259	98822254	98822304	-
LUZP2	chr11	24496970	25082638	24497177	24497227	+
MMP28	chr17	35765873	35795707	35795657	35795707	-
CLPTM1L	chr5	1318299	1345099	1344837	1344887	-
ZNF141	chr4	337814	384868	337813	337863	+
BRK1	chr3	10115675	10127190	10115591	10115641	+
NXF1	chr11	62792123	62806302	62805143	62805193	-
OR52A5	chr11	5128776	5138356	5132592	5132642	-
BLOC1S5-TXNDC5	chr6	7881522	8064364	8064314	8064364	-
TRIM13	chr13	49995888	50020481	49997031	49997081	+
JPT2	chr16	1678256	1702280	1685478	1685528	+
SLC5A12	chr11	26667020	26723427	26721982	26722032	-
P4HTM	chr3	48989889	49007153	48990604	48990654	+
ARPP19	chr15	52547045	52569883	52569117	52569167	-
CCDC15	chr11	124954121	125041489	125038072	125038122	+
NPIPA5	chr16	15363628	15381047	15378244	15378294	-
MDH2	chr7	76048051	76067508	76054503	76054553	+
HLA-DMA	chr6	32926550	32931062	32953058	32953108	-
LDAH	chr2	20684014	20823130	20823060	20823110	-
PCBP3	chr21	45643694	45942454	45858936	45858986	+
YTHDF1	chr20	63195429	63216139	63216089	63216139	-
RNF148	chr7	122701668	122702922	122702917	122702967	-
RAF1	chr3	12582101	12664201	12664098	12664148	-
CHKB-CPT1B	chr22	50568869	50582965	50579726	50579752	-
RNF26	chr11	119334527	119337309	119334526	119334576	+
GAST	chr17	41712331	41715969	41712325	41712375	+
CCNJ	chr10	96043394	96060870	96043582	96043632	+
SLC35G3	chr17	35192520	35194393	35194473	35194523	-
NMRAL1	chr16	4463639	4497722	4469635	4469685	-
ESAM	chr11	124752583	124762290	124762240	124762290	-
WASF3	chr13	26557683	26688948	26557749	26557799	+
P4HA3	chr11	74235801	74311640	74311607	74311657	-
LGALS12	chr11	63506052	63516774	63506101	63506151	+
RPRML	chr17	46978156	46979253	46979198	46979248	-
MRPL17	chr11	6680385	6683340	6683266	6683316	-
PAX4	chr7	127610292	127618142	127615620	127615670	-
KRT33A	chr17	41346092	41350828	41350762	41350812	-
ADAMTS6	chr5	65148738	65481920	65198715	65198765	-
SCN3A	chr2	165087526	165204050	165204017	165204067	-
OR52K2	chr11	4449295	4450361	4449294	4449344	+
NEDD1	chr12	96907224	96953780	96907222	96907272	+
NFU1	chr2	69396113	69437628	69437578	69437628	-
OSBPL5	chr11	3087107	3166739	3090672	3090722	-
ALMS1	chr2	73385758	73625166	73519944	73519994	+
RHOT2	chr16	668105	674174	668657	668699	+
FTSJ3	chr17	63819433	63830012	63824336	63824386	-
UMODL1	chr21	42062959	42143453	42127677	42127727	+
ANKRD40	chr17	50693198	50707914	50707874	50707924	-
ACO1	chr9	32384603	32454769	32384619	32384669	+
UACA	chr15	70654554	70763558	70664894	70664944	-
GPR31	chr6	167155247	167157980	167158279	167158329	-
STAP1	chr4	67558727	67607337	67558727	67558777	+
CACNG1	chr17	67044554	67056797	67044589	67044639	+
GCHFR	chr15	40764068	40767708	40764019	40764069	+
EGF	chr4	109912883	110013766	109968804	109968854	+
EIF2AK3	chr2	88556741	88691518	88627526	88627576	-
ATP6V1G1	chr9	114587706	114598915	114587776	114587826	+
GLOD4	chr17	757097	782294	782244	782294	-
TSPYL4	chr6	116249964	116254075	116254090	116254140	-
PTX3	chr3	157436850	157443633	157436788	157436838	+
MRPS26	chr20	3046052	3048250	3045944	3045994	+
IQCD	chr12	113195441	113221094	113221044	113221094	-
FCHSD2	chr11	72836745	73142318	73141863	73141913	-
ISX	chr22	35066136	35087387	35066135	35066185	+
MARVELD1	chr10	97713173	97718150	97714693	97714743	+
SEC11C	chr18	59139866	59158832	59139883	59139933	+
FAM219B	chr15	74899992	74906883	74906792	74906842	-
NAA35	chr9	85941146	86025462	85941145	85941195	+
POU2F3	chr11	120236640	120319945	120240260	120240310	+
COQ7	chr16	19067614	19080095	19067598	19067648	+
MCCC2	chr5	71579531	71658706	71587329	71587379	+
VWA3B	chr2	98087116	98313299	98087176	98087226	+
DND1	chr5	140670794	140673576	140673536	140673586	-
CNGA3	chr2	98346188	98398601	98346154	98346204	+
POLR3B	chr12	106357748	106510198	106358081	106358131	+
IRX5	chr16	54930865	54934485	54930861	54930911	+
ZNF33B	chr10	42574185	42638570	42638518	42638568	-
PTPRZ1	chr7	121873089	122062036	121873160	121873210	+
PLSCR5	chr3	146576555	146605346	146605199	146605239	-
ZWINT	chr10	56357227	56361273	56359708	56359758	-
ZKSCAN5	chr7	99504662	99534700	99504650	99504700	+
YWHAH	chr22	31944522	31957603	31944521	31944571	+
KNL1	chr15	40594020	40664342	40623131	40623181	+
CAND1	chr12	67269358	67319953	67294954	67295004	+
GPR15	chr3	98531978	98534681	98531898	98531948	+
TTC39C	chr18	23992773	24135610	24014419	24014469	+
FOXA2	chr20	22580998	22585455	22585405	22585455	-
NDUFA4L2	chr12	57234903	57240715	57240678	57240715	-
HOXB3	chr17	48548870	48604912	48574437	48574487	-
TCF21	chr6	133889113	133895553	133889334	133889384	+
EDN3	chr20	59300443	59325992	59300702	59300752	+
FDX1	chr11	110429948	110464884	110429882	110429932	+
DEFB129	chr20	227258	229886	227257	227307	+
H2AC13	chr6	27808173	27808667	27808198	27808248	+
MC4R	chr18	60371062	60372775	60372725	60372775	-
INSM1	chr20	20368104	20370949	20368120	20368170	+
PRCP	chr11	82822936	82970584	82900380	82900430	-
PEX12	chr17	35574795	35578863	35578813	35578863	-
IL2	chr4	122451470	122456725	122456390	122456440	-
NAPG	chr18	10525905	10552764	10526411	10526461	+
H4-16	chr12	14767999	14771131	14769572	14769622	-
TBC1D2B	chr15	77984036	78077724	78001634	78001684	-
LRRC4	chr7	128027071	128032107	128032057	128032107	-
RPLP1	chr15	69452814	69456205	69452813	69452863	+
MARCHF5	chr10	92291167	92353964	92349480	92349530	+
FLT4	chr5	180601506	180649624	180649550	180649600	-
MROH2B	chr5	40998017	41071342	41058174	41058224	-
MGLL	chr3	127689062	128052190	127822832	127822882	-
FGL2	chr7	77193369	77199848	77199776	77199826	-
BET1	chr7	93962762	94004382	94004332	94004382	-
NECTIN1	chr11	119623408	119729200	119728503	119728553	-
IER3	chr6	30787857	30789212	30744504	30744554	-
OR1G1	chr17	3126610	3127551	3127531	3127581	-
CCNT2	chr2	134918235	134959342	134918821	134918871	+
TCTN3	chr10	95659823	95694143	95693905	95693955	-
FEM1C	chr5	115520908	115544775	115544844	115544894	-
QTRT2	chr3	114005833	114088422	114056756	114056806	+
ROM1	chr11	62611722	62615116	62611785	62611835	+
GABRR3	chr3	97986673	98035304	98034939	98034989	-
SLC36A3	chr5	151276358	151303766	151303446	151303496	-
ACTR3B	chr7	152759749	152855378	152800622	152800655	+
GSDMC	chr8	129748196	129786624	129777537	129777587	-
SPRYD7	chr13	49912702	49936490	49936440	49936490	-
FHIP1B	chr11	6211345	6234711	6234613	6234663	-
ADI1	chr2	3497366	3519531	3517697	3517747	-
CATSPER3	chr5	134967907	135011696	134967905	134967955	+
KCNJ13	chr2	232765802	232776565	232776518	232776568	-
KRTAP9-2	chr17	41226627	41227631	41226647	41226697	+
AIFM2	chr10	70098223	70132934	70132884	70132934	-
THBS2	chr6	169215780	169254050	169237362	169237412	-
CCL21	chr9	34709005	34710136	34710074	34710124	-
SLC37A1	chr21	42496008	42581440	42496007	42496057	+
DCP2	chr5	112976702	113022195	112976793	112976843	+
H2AC11	chr6	27133043	27133535	27133041	27133091	+
ARPIN	chr15	89895006	89912952	89912637	89912687	-
TBC1D3F	chr17	36428990	36439938	36439516	36439566	-
IQCE	chr7	2558972	2614733	2559426	2559476	+
CCNL1	chr3	157146508	157160760	157160108	157160158	-
OPCML	chr11	132414977	133532501	132943042	132943092	-
NOA1	chr4	56963350	56977606	56978773	56978823	-
STARD5	chr15	81309053	81324183	81324133	81324183	-
IGFBP1	chr7	45888360	45893660	45888496	45888546	+
ANGPT4	chr20	869900	916334	916267	916317	-
RAB5C	chr17	42124978	42155044	42154967	42155017	-
SOBP	chr6	107490106	107661306	107490105	107490155	+
LYPLA1	chr8	54046367	54102017	54101504	54101554	-
CLPS	chr6	35794982	35797344	35797294	35797344	-
ADAMTS3	chr4	72280969	72569221	72312205	72312255	-
EMC4	chr15	34225013	34230156	34225017	34225067	+
DPY19L2	chr12	63558913	63668939	63608624	63608674	-
ATRNL1	chr10	115093365	115948999	115093462	115093512	+
DPY30	chr2	31867809	32039805	32039762	32039812	-
SYT7	chr11	61513714	61581148	61580822	61580872	-
ARL14EPL	chr5	116032324	116060118	116032323	116032373	+
MCM3AP	chr21	46235133	46286297	46272573	46272623	-
PEX6	chr6	42963865	42979181	42979170	42979220	-
PLEKHG6	chr12	6310436	6328506	6310737	6310787	+
PICALM	chr11	85957175	86069882	86001108	86001158	-
IKZF4	chr12	56007659	56038435	56021047	56021097	+
ALOXE3	chr17	8095900	8119047	8118997	8119047	-
HOXD10	chr2	176108790	176119937	176108789	176108839	+
SNX13	chr7	17790761	17940501	17900056	17900106	-
ESYT1	chr12	56118250	56144674	56118249	56118299	+
NFKBIL1	chr6	31623212	31635161	31547612	31547662	+
KIFBP	chr10	68988803	69043544	68988805	68988855	+
SWI5	chr9	128275379	128316123	128276243	128276293	+
WSB1	chr17	27294076	27315926	27294079	27294129	+
HSPA4L	chr4	127781821	127840733	127782321	127782371	+
C10orf99	chr10	84173801	84185294	84173737	84173787	+
NUP205	chr7	135557917	135648757	135557918	135557968	+
NOP2	chr12	6556863	6568691	6568274	6568324	-
C16orf95	chr16	87083562	87317420	87306075	87306125	-
JRKL	chr11	96389989	96507574	96389993	96390043	+
IFNA16	chr9	21216373	21217311	21217261	21217311	-
GMDS	chr6	1623806	2245605	1960859	1960909	-
MX1	chr21	41420020	41470071	41426204	41426254	+
POLK	chr5	75511756	75601144	75597113	75597163	+
CER1	chr9	14719724	14722733	14722667	14722717	-
RAPGEF1	chr9	131576770	131740076	131737488	131737538	-
SLC35E3	chr12	68746125	68793964	68752088	68752138	+
DLX2	chr2	172099438	172102900	172102850	172102900	-
MBL2	chr10	52765380	52772784	52771650	52771700	-
RFC5	chr12	118013588	118033130	118016700	118016750	+
NARF	chr17	82458180	82490537	82480467	82480517	+
F2RL1	chr5	76818933	76835315	76818976	76819026	+
YIF1A	chr11	66284580	66289145	66289095	66289145	-
NUDCD1	chr8	109240919	109334121	109329884	109329934	-
ERVW-1	chr7	92468380	92477986	92473139	92473189	-
C20orf144	chr20	33662327	33665619	33663365	33663415	+
NUP54	chr4	76114659	76148444	76130801	76130851	-
CUL1	chr7	148697914	148801110	148698911	148698961	+
TMEM216	chr11	61392393	61398866	61392392	61392442	+
DOK1	chr2	74549026	74557551	74549070	74549120	+
CIITA	chr16	10866222	10943021	10922924	10922974	+
CHST10	chr2	100391860	100417668	100416961	100417011	-
ZW10	chr11	113733187	113773735	113773685	113773735	-
RPS13	chr11	17074388	17077715	17077665	17077715	-
SSH3	chr11	67303478	67312607	67303529	67303579	+
PTPRG	chr3	61561569	62297609	62243804	62243854	+
SFTA2	chr6	30931353	30955636	30932125	30932175	-
CYP39A1	chr6	46549580	46652830	46652780	46652830	-
OGFRL1	chr6	71288811	71309059	71291361	71291411	+
EAF1	chr3	15427598	15450635	15427597	15427647	+
POLE3	chr9	113407235	113410675	113410332	113410382	-
C4orf51	chr4	145680146	145771032	145732453	145732503	+
GRK6	chr5	177403204	177442901	177431710	177431760	+
COL27A1	chr9	114155537	114312511	114168607	114168657	+
LAPTM4B	chr8	97775057	97853013	97775775	97775825	+
HOXD9	chr2	176122719	176124937	176122719	176122769	+
COL3A1	chr2	188974373	189012746	189008301	189008351	+
AZI2	chr3	28315003	28349050	28349000	28349050	-
CARMIL1	chr6	25279078	25620530	25279427	25279477	+
BICRAL	chr6	42746958	42868558	42782026	42782076	+
CD6	chr11	60971680	61020377	60971679	60971729	+
DHX57	chr2	38797729	38875934	38875884	38875934	-
H2AZ2	chr7	44826791	44848087	44847971	44848021	-
PLCXD2	chr3	111674676	111846447	111674675	111674725	+
PDE3B	chr11	14643804	14872044	14644259	14644309	+
APBA1	chr9	69435727	69484339	69672256	69672306	-
AIF1	chr6	31615217	31617021	31615279	31615329	+
MOGS	chr2	74461057	74465410	74465360	74465410	-
DIMT1	chr5	62347284	62403943	62403883	62403933	-
KRTAP5-9	chr11	71548420	71549608	71548417	71548467	+
ANAPC15	chr11	72106378	72112780	72112730	72112780	-
CWC27	chr5	64766368	65102412	64768929	64768979	+
OPALIN	chr10	96343221	96359365	96359252	96359302	-
TMC1	chr9	72521608	72838297	72521800	72521850	+
MOCS3	chr20	50958818	50963929	50958825	50958875	+
COPG1	chr3	129249606	129277773	129260226	129260276	+
SF1	chr11	64764606	64778786	64767567	64767617	-
COL11A2	chr6	33084308	33114125	33192449	33192499	-
RAD21	chr8	116845934	116874776	116874374	116874424	-
CCDC38	chr12	95867048	95942635	95869752	95869802	-
EFCAB6	chr22	43528744	43812337	43532015	43532061	-
MAP3K3	chr17	63622415	63696305	63666985	63667035	+
RBMXL2	chr11	7088998	7091148	7089026	7089076	+
ALDH1B1	chr9	38392702	38398661	38392711	38392761	+
SPATA6L	chr9	4553386	4666674	4666458	4666508	-
PRR5L	chr11	36296288	36465204	36376201	36376237	+
ZNF597	chr16	3432414	3443504	3443492	3443542	-
SUCLA2	chr13	47745736	48037968	48001304	48001354	-
OTP	chr5	77628712	77638713	77636943	77636993	-
NUBP2	chr16	1782932	1789186	1782955	1783005	+
SLC4A4	chr4	71062667	71572087	71187285	71187335	+
CLCN2	chr3	184346185	184361650	184361436	184361486	-
POU6F2	chr7	38977909	39493095	39013080	39013130	+
PRDM11	chr11	45095806	45235110	45146674	45146724	+
GREP1	chr16	2988256	3002016	2989053	2989103	+
ALG8	chr11	78095244	78139660	78139599	78139649	-
GPR107	chr9	130053426	130140169	130107518	130107539	+
NXPE3	chr3	101779202	101828231	101779494	101779544	+
B3GLCT	chr13	31199975	31332276	31260406	31260456	+
CKAP4	chr12	106237881	106304279	106304229	106304279	-
STEAP2	chr7	90167590	90238137	90211743	90211793	+
FGG	chr4	154604134	154612967	154612606	154612656	-
LY6K	chr8	142700111	142705127	142701598	142701648	+
UEVLD	chr11	18529609	18588747	18588667	18588717	-
NEMP1	chr12	57055643	57088063	57078719	57078769	-
HOXA3	chr7	27106184	27152583	27140169	27140219	-
SUMF2	chr7	56064002	56080670	56064264	56064314	+
ABCB8	chr7	151028422	151047782	151037687	151037737	+
METTL27	chr7	73834590	73842516	73842489	73842535	-
CTSW	chr11	65879809	65883741	65879808	65879858	+
GDF5	chr20	35433347	35454746	35454696	35454746	-
USP20	chr9	129834698	129881828	129875596	129875641	+
AADAC	chr3	151814073	151828488	151814036	151814086	+
HS3ST3B1	chr17	14301081	14349404	14301082	14301132	+
GPD1	chr12	50103982	50111313	50104346	50104396	+
SLC44A4	chr6	31855884	31871733	31878947	31878997	-
NKX2-3	chr10	99532942	99536524	99532952	99533002	+
SLC35G4	chr18	11609596	11610612	11609595	11609645	+
F13A1	chr6	6144084	6321013	6305604	6305654	-
CD276	chr15	73683966	73714514	73684501	73684551	+
LRRD1	chr7	92141643	92179531	92179481	92179531	-
FPGS	chr9	127794597	127814327	127807672	127807688	+
POLR2A	chr17	7484366	7514616	7498825	7498875	+
OR52L1	chr11	5985892	5986985	5986935	5986985	-
TAF3	chr10	7818497	8016631	7818503	7818553	+
KLHL1	chr13	69700594	70108493	70108443	70108493	-
RCBTB1	chr13	49531946	49585558	49567273	49567323	-
FAM168A	chr11	73400487	73598189	73598048	73598098	-
MGAM2	chr7	142111749	142222324	142111748	142111798	+
PURA	chr5	140107777	140125619	140114122	140114172	+
